a funny and touching film 	positive
naipaul fans may be disappointed . 	negative
instead of hitting the audience over the head with a moral , schrader relies on subtle ironies and visual devices to convey point of view . 	positive
inarticulate 	negative
a mormon family movie , and a sappy , preachy one at that 	negative
it 's more than a worthwhile effort 	positive
frailty '' offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies . 	positive
parents beware ; this is downright movie penance . 	negative
mordantly funny and intimately knowing 	positive
this has layered , well-developed characters and some surprises . 	positive
giggling 	positive
decay 	negative
leaves shockwaves 	positive
's replaced by some dramatic scenes that are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy . 	negative
's that good . 	positive
swedish fatalism using gary larson 's far side humor 	positive
an enjoyable , if occasionally flawed , experiment . 	positive
funniest jokes 	positive
half-baked setups and sluggish pacing 	negative
unfortunately 	negative
a pretentious and ultimately empty examination 	negative
like a surgeon mends a broken heart ; very meticulously but without any passion 	negative
the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and 	positive
otherwise good movie 	positive
in swank apartments , clothes and parties 	positive
to remind one of a really solid woody allen film , with its excellent use of new york locales and sharp writing 	positive
fierce , glaring and unforgettable . 	positive
has a gentle , unforced intimacy that never becomes claustrophobic . 	positive
a good race , 	positive
boorishness 	negative
warmth , wit and interesting characters 	positive
it 's boring 	negative
you ... get a sense of good intentions derailed by a failure to seek and strike just the right tone . 	negative
japan bustling 	positive
it gets to you . 	positive
the picture realizes a fullness that does not negate the subject . 	positive
may not touch the planet 's skin , but understands the workings of its spirit . 	positive
be as intelligent 	positive
a french film with a more down-home flavor 	positive
a mindless action flick 	negative
at the expense of character 	negative
is so tame that even slightly wised-up kids would quickly change the channel 	negative
then biting into it and finding the filling missing 	negative
a cautionary tale about the folly of superficiality that is itself endlessly superficial . 	negative
sitcomishly 	negative
that do n't really care for the candidate 	negative
have found a cult favorite to enjoy for a lifetime 	positive
shoplifts shamelessly 	negative
a study in schoolgirl obsession 	negative
several cliched movie structures : the road movie 	negative
it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients . 	positive
to cliches and pat storytelling 	negative
is suspenseful and ultimately unpredictable , with a sterling ensemble cast . 	positive
an enjoyable 100 minutes in a movie theater 	positive
putting the primitive murderer inside a high-tech space station unleashes a pandora 's box of special effects that run the gamut from cheesy to cheesier to cheesiest . 	negative
feeling guilty 	negative
scott 's convincing portrayal of roger the sad cad that really gives the film its oomph 	positive
weighted down with slow , uninvolving storytelling 	negative
the leanest and meanest 	positive
alternately fascinating and frustrating 	positive
pretty 	positive
heartbreakingly thoughtful minor classic 	positive
crush each other 	negative
who rambles aimlessly through ill-conceived action pieces 	negative
takes you by the face , strokes your cheeks and coos beseechingly at you 	positive
a provocative piece of work 	positive
a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell 	negative
shaped the story to show us why it 's compelling 	positive
an ultra-loud blast of pointless mayhem 	negative
the journey to the secret 's eventual discovery is a separate adventure , and thrill enough . 	positive
the pianist ( is ) a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life . 	positive
, we had no trouble sitting for blade ii . 	positive
two fine , nuanced lead performances 	positive
's the perfect star vehicle for grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona 	positive
fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film 	positive
more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , soderbergh 's solaris is a gorgeous and deceptively minimalist cinematic tone poem . 	positive
duvall 's 	positive
fu 	negative
one moment 	positive
the hero 's odyssey 	positive
( f ) rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative 	positive
created a monster but did n't know how to handle it 	negative
sexy , violent , self-indulgent and maddening 	negative
there 's nothing interesting in unfaithful whatsoever . 	negative
refresh 	positive
creating an emotionally complex , dramatically satisfying heroine 	positive
before , from the incongruous but chemically perfect teaming of crystal and de niro 	positive
is a slight and uninventive movie 	negative
chris rock , ' ` anthony hopkins ' and ` terrorists ' into some univac-like script machine 	negative
ill-conceived and expensive 	negative
it is bad , but certainly not without merit as entertainment . 	negative
to revitalize what is and always has been remarkable about clung-to traditions 	positive
to mention absolutely refreshed . 	positive
echo of allusions 	positive
tanks 	negative
, secret ballot is a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain . 	positive
as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination 	negative
dishonest and pat as any hollywood fluff . 	negative
strolls through this mess with a smug grin , 	negative
read my lips 	negative
misconstrued as weakness 	positive
touched by this movie 	positive
suspenseful horror movie 	positive
eventually cloying pow drama . 	negative
, there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd . 	negative
top japanese animations 	positive
how well it holds up in an era in which computer-generated images are the norm 	positive
a thin notion 	negative
the beautiful images and solemn words 	positive
who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him 	positive
he has no clue about making a movie 	negative
posing as a real movie 	negative
more than people 	positive
it 's fun , 	positive
that kidman has become one of our best actors 	positive
that fails to match the freshness of the actress-producer and writer 	negative
have a reasonably good time with the salton sea 	positive
sweet without the decay 	positive
flinging their feces 	negative
with seriously dumb characters , which somewhat dilutes the pleasure of watching them 	negative
is so formulaic and forgettable that it 's hardly over before it begins to fade from memory 	negative
of great actors hamming it up 	negative
the plot follows a predictable connect-the-dots course 	negative
the wonderful cinematography 	positive
quaid is utterly fearless as the tortured husband living a painful lie 	positive
is as predictable as the tides . 	negative
the dark 	negative
do n't say you were n't warned 	negative
sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ? 	negative
this wretchedly unfunny wannabe comedy 	negative
cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle . 	positive
everett remains a perfect wildean actor 	positive
the essence of magic 	positive
i liked about it 	positive
grown-up film 	positive
as a director , eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising . 	negative
a rare and lightly entertaining 	positive
stuffy , full of itself , 	negative
particularly innovative 	positive
the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims . 	positive
is enough to give you brain strain 	negative
its moving story 	positive
to ride the big metaphorical wave that is life -- wherever it takes you 	positive
often contradictory 	negative
leavened by a charm that 's conspicuously missing from the girls ' big-screen blowout 	negative
very touching 	positive
gentle , mesmerizing 	positive
as appalling as any ` comedy ' 	negative
a passionately inquisitive film 	positive
a glib but bouncy bit 	positive
( assayas ' ) homage to the gallic ` tradition of quality 	positive
a disappointingly thin slice of lower-class london life ; despite the title 	negative
, ' michael moore gives us the perfect starting point for a national conversation about guns , violence , and fear . 	positive
awfully good , achingly human picture 	positive
thrills and extreme 	positive
, memorable cinematic experience 	positive
from mtv schmucks who do n't know how to tell a story for more than four minutes 	negative
favor 	positive
... is , also , frequently hilarious . 	positive
sharp as the original 	positive
desperate attempt 	negative
petty thievery like this that puts flimsy flicks like this behind bars 	negative
dangerous 	negative
spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion 	negative
living far too much in its own head 	negative
most magical and 	positive
is certainly easy to watch . 	positive
well paced and satisfying 	positive
in fact , it 's quite fun in places . 	positive
terminally bland , painfully slow and needlessly confusing ... the movie , shot on digital videotape rather than film , is frequently indecipherable . 	negative
is definitely meaningless , vapid and devoid 	negative
comes at film with bracing intelligence and a vision both painterly and literary . 	positive
may pick up new admirers 	positive
steals so freely from other movies and 	negative
in marriage 	positive
breathes life into a roll that could have otherwise been bland and run of the mill . 	positive
hard to understand 	negative
turn this fairly parochial melodrama into something really rather special 	positive
to keep letting go at all the wrong moments 	negative
fails to live up to -- or offer any new insight into -- its chosen topic 	negative
if it 's filmed tosca that you want 	positive
to create something original 	positive
stinks from start to finish , like a wet burlap sack of gloom 	negative
who is not only a pianist , but a good human being 	positive
creeps 	negative
an exhilarating experience . 	positive
an average b-movie with no aspirations to be anything more . 	negative
the story is bogus and its characters tissue-thin . 	negative
take me back to a time before i saw this movie 	negative
a colorful , vibrant introduction to a universal human impulse 	positive
that sucks you in and dares you not to believe it 	positive
moore provides an invaluable service by sparking debate and encouraging thought . 	positive
star power , 	positive
energetic and sweetly 	positive
of wit and dignity 	positive
amiable picture 	positive
niccol the filmmaker merges his collaborators ' symbolic images with his words , insinuating , for example , that in hollywood , only god speaks to the press 	positive
moving and weighty 	positive
catch it ... if you can 	positive
so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style . 	negative
times when the film 's reach exceeds its grasp 	negative
gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers . 	positive
retelling a historically significant , and personal , episode 	positive
thought through than in most ` right-thinking ' films 	positive
's a drag how nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding . 	negative
little melodramatic , but with 	negative
now and then without in any way demeaning its subjects 	positive
vividly conveys the passion , creativity , and fearlessness of one of mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all . 	positive
attal 's hang-ups surrounding infidelity are so old-fashioned 	negative
how admirably 	positive
starts off so bad 	negative
punctuated by flying guts 	negative
fails on its own , but makes you second-guess your affection for the original 	negative
could feel my eyelids ... getting ... very ... heavy 	negative
by turns numbingly dull-witted and disquietingly creepy . 	negative
religion that dares to question an ancient faith , 	positive
's mildly interesting 	positive
succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory . 	positive
to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits 	negative
make you put away the guitar , sell the amp , and apply to medical school 	negative
the film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller . 	positive
of credible gender-provoking philosophy 	positive
of sensual delights and simmering violence 	positive
none-too-funny commentary on the cultural distinctions between americans and brits 	negative
a summer of teen-driven , toilet-humor codswallop 	negative
the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy . 	negative
mention inappropriate and wildly undeserved 	negative
presented with great sympathy and intelligence 	positive
this is one summer film that satisfies 	positive
to the point of ridiculousness 	negative
like a term paper 	negative
an overly familiar scenario is made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort . 	positive
with sensitivity and skill 	positive
's hard to imagine another director ever making his wife look so bad in a major movie . 	negative
to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming 	negative
falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy . 	negative
an inexpressible and drab wannabe 	negative
, never rises above the level of a telanovela . 	negative
has its redundancies 	negative
as in aimless , arduous , and arbitrary . 	negative
sparkling , often hilarious romantic jealousy comedy ... attal looks so much like a young robert deniro that it seems the film should instead be called ` my husband is travis bickle ' 	positive
contrived and predictable 	negative
plunges you into a reality that is , more often then not , difficult and sad , and 	positive
stupid , 	negative
vietnam war 	negative
's a rare window on an artistic collaboration . 	positive
moving and not infrequently breathtaking film 	positive
90-minute , four-star movie 	positive
the pacing is deadly , the narration helps little 	negative
this rich , bittersweet israeli documentary , 	positive
well-crafted film 	positive
that have all but ruined his career 	negative
is an ` action film ' mired in stasis . 	positive
this is even better than the fellowship . 	positive
is still charming 	positive
wonderful cinematography 	positive
quite one of the worst movies of the year 	negative
a sophisticated flower child 's 	positive
) story becomes a hopeless , unsatisfying muddle 	negative
ki-deok 	positive
that memorable 	positive
be forgettable 	negative
excellent music 	positive
has not spawned a single good film 	negative
is a gentle film with dramatic punch , a haunting ode to humanity 	positive
well-written and occasionally challenging social drama 	positive
... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job 	positive
proof once again that if the filmmakers just follow the books 	negative
's muy loco , but no more ridiculous than most of the rest of `` dragonfly . 	negative
with promise 	positive
reel in the audience 	positive
the concert footage is stirring 	positive
clean and 	positive
less mature 	positive
horrible movie 	negative
to inject farcical raunch 	negative
the lazy material and the finished product 's unshapely look 	negative
in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications 	positive
could hardly ask for more 	positive
graceful dual narrative 	positive
to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's 	negative
a listless climb 	negative
involved , 	positive
among the many pleasures 	positive
combines psychological drama , sociological reflection , and high-octane thriller . 	positive
the humor wry 	positive
whose engaging manner and flamboyant style 	positive
is n't as weird as it ought to be . 	negative
strength and sense 	positive
its punchy style promises 	positive
is quite beautiful 	positive
is playful but highly studied and dependent for its success on a patient viewer 	positive
virtually plotless 	negative
as if solondz had two ideas for two movies , could n't really figure out how to flesh either out 	negative
a thought-provoking and often-funny drama about isolation 	positive
is notable for its sheer audacity and openness . 	positive
you wish he 'd gone the way of don simpson 	negative
throws in too many conflicts to keep the story compelling 	negative
that even he seems embarrassed to be part of 	negative
sickeningly real 	positive
radical action 	positive
complete shambles 	negative
whiny , pathetic , starving and untalented 	negative
brought me uncomfortably close to losing my lunch 	negative
beautiful and mysterious 	positive
forgotten 10 minutes 	negative
its convolutions 	negative
then again , in a better movie , you might not have noticed . 	negative
a talking head documentary , but a great one 	positive
begin to long for the end credits as the desert does for rain 	negative
story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' 	positive
if it had just gone that one step further 	negative
a persuasive 	positive
, this is one adapted - from-television movie that actually looks as if it belongs on the big screen . 	positive
that 's its first sign of trouble . 	negative
monumental as disney 's 1937 breakthrough 	positive
attractive and talented 	positive
takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading 	negative
perversely 	negative
seemingly sincere personal reflection 	positive
wrap the proceedings up neatly 	positive
's the perfect cure for insomnia 	negative
death and mind-numbing indifference on the inner-city streets 	negative
emotional ghosts of a freshly painted rembrandt 	positive
a powerful sequel and one of the best films of the year 	positive
mind-bender . 	positive
's an enthusiastic charm in fire that makes the formula fresh again 	positive
with better characters , some genuine quirkiness and at least a measure of style 	positive
own brilliance 	positive
deuces wild , which was shot two years ago , has been gathering dust on mgm 's shelf 	negative
such a good job of it 	positive
is the drama within the drama 	positive
and thanks to kline 's superbly nuanced performance , that pondering is highly pleasurable . 	positive
that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults . 	positive
their sexual and romantic tension , while never really vocalized , is palpable 	positive
enjoyably dumb , sweet , and intermittently hilarious -- 	positive
peevish 	negative
be captivated , as i was , by its moods , and by its subtly transformed star 	positive
as crisp and to the point 	positive
wears its empowerment 	positive
greatly impressed by the skill of the actors involved in the enterprise 	positive
... a low rate annie featuring some kid who ca n't act , only echoes of jordan , and weirdo actor crispin glover screwing things up old school . 	negative
the punch lines 	positive
imagine a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s . 	negative
a generic international version 	negative
visually masterful work 	positive
grows boring despite the scenery 	negative
wannabe film -- 	negative
need to adhere more closely to the laws of laughter 	negative
the best sports movie i 've ever seen . 	positive
love sweetly 	positive
the movie does n't add anything fresh to the myth . 	negative
obsessively 	negative
, it 's a very very strong `` b + . '' 	positive
made a more sheerly beautiful film 	positive
there is simply not enough of interest onscreen to sustain its seventy-minute running time . 	negative
a lovely film for the holiday season . 	positive
that make williams sink into melancholia 	negative
skins has a desolate air , but eyre , a native american raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor . 	positive
in other words , it 's badder than bad . 	negative
messing 	negative
dabbles all around 	negative
cacoyannis ' vision is far less mature , interpreting the play as a call for pity and sympathy for anachronistic phantasms haunting the imagined glory of their own pasts . 	negative
, scratch is great fun , full of the kind of energy it 's documenting . 	positive
merely bad rather than 	negative
the strain of its plot contrivances 	negative
by anne-sophie birot 	positive
have n't seen such self-amused trash since freddy got fingered . 	negative
strangely 	negative
a surgeon mends a broken heart ; very meticulously but without any passion 	negative
banter-filled comedy 	positive
, you 'll still have a good time . '' 	positive
, hole-ridden plotting 	negative
poo-poo jokes are ` edgy 	negative
hurried , badly cobbled look 	negative
know what it wants to be 	positive
to make the film relevant today , without fully understanding what it was that made the story relevant in the first place 	negative
adds substantial depth to this shocking testament to anti-semitism and neo-fascism 	positive
is so thoughtlessly assembled . 	negative
the kind of art shots that fill gallery shows 	positive
are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort 	negative
smug or sanctimonious 	negative
just lazy 	negative
is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables 	negative
to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line 	negative
intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix 	negative
intriguing and realistic 	positive
no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a michael jackson sort of way . 	negative
be better as a diary or documentary 	negative
this man so watchable is a tribute not only to his craft , but to his legend 	positive
filming the teeming life 	positive
is hampered by its predictable plot and paper-thin supporting characters 	negative
landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs 	positive
romp that will have viewers guessing just who 's being conned right up to the finale 	positive
everything meshes in this elegant entertainment 	positive
tosses around sex toys and offers half-hearted paeans to empowerment 	negative
hampered by taylor 's cartoonish performance and the film 's ill-considered notion 	negative
enjoy more because you 're one of the lucky few who sought it out 	positive
disappointingly 	negative
a badly edited , 91-minute trailer 	negative
throughout all the tumult , a question comes to mind : so why is this so boring ? 	negative
whether jason x is this bad on purpose 	negative
the pleasure of watching them 	positive
impossible 	negative
but it also does the absolute last thing we need hollywood doing to us : it preaches 	negative
the new insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities 	positive
should make it required viewing in university computer science departments for years to come . 	positive
the explosion essentially ruined -- or , rather , overpowered -- the fiction of the movie for me 	negative
the actors ' perfect comic timing and 	positive
different than anything that 's been done before 	positive
paean 	positive
a surprisingly ` solid ' achievement by director 	positive
in the way they help increase an average student 's self-esteem 	positive
's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience 	negative
is just fine 	positive
, endearing , masterful 	positive
intriguing , provocative 	positive
unnoticed and underappreciated 	negative
satisfying complete picture 	positive
a confident , richly acted , emotionally devastating piece of work and 2002 's first great film 	positive
sublimely beautiful 	positive
that real natural , even-flowing tone 	positive
hold dear about cinema , only now it 's begun to split up so that it can do even more damage 	negative
the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes 	negative
what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material . 	positive
is hartley 's least accessible screed yet 	negative
is offset by the sheer ugliness of everything else 	negative
suited to a night in the living room than a night at the movies 	negative
encumbers itself with complications 	negative
for in drama , suspense , revenge , and romance 	positive
he keeps being cast in action films when none of them are ever any good 	negative
that gave people seizures 	negative
a wise and powerful tale of race and culture forcefully told , with superb performances throughout 	positive
horribly wrong 	negative
a beautiful film , 	positive
... it 's robert duvall ! 	positive
to resemble the kind of soft-core twaddle you 'd expect to see on showtime 's ` red shoe diaries 	negative
speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates 	positive
woven together handsomely 	positive
to cause massive cardiac arrest if taken in large doses 	negative
to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone 	negative
the verdict : two bodies and hardly a laugh between them 	negative
kooky which should appeal to women 	positive
hand it to director george clooney 	positive
is an odd but ultimately satisfying blend of the sophomoric and the sublime 	positive
the only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub . 	negative
maddeningly 	negative
complain that ` they do n't make movies like they used to anymore 	negative
a manipulative whitewash 	negative
the film presents visceral and dangerously honest revelations about the men and machines behind the curtains of our planet . 	positive
at the very root of his contradictory , self-hating , self-destructive ways 	negative
making kahlo 's art a living , breathing part of the movie , often 	positive
more confused , less interesting and more 	negative
portrays their cartoon counterparts well ... 	positive
much of the action takes place 	positive
a worldly-wise and very funny script 	positive
the whole affair , true story or not , feels incredibly hokey ... ( it ) comes off like a hallmark commercial . 	negative
a terrible adaptation 	negative
revealing nothing 	negative
is a tart , smart breath of fresh air 	positive
what 's most memorable about circuit is that it 's shot on digital video , whose tiny camera enables shafer to navigate spaces both large ... and small ... with considerable aplomb . 	positive
love 's 	positive
marvel at the sometimes murky , always brooding look of i 	positive
thanks to the château 's balance of whimsicality , narrative discipline and serious improvisation 	positive
lends the setting the ethereal beauty of an asian landscape painting 	positive
an overflowing septic tank 	negative
penetrating , potent exploration 	positive
must have read ` seeking anyone with acting ambition but no sense of pride or shame . ' 	negative
be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers 	positive
prefabricated story elements 	negative
musical numbers 	positive
of loving 	positive
i thought the relationships were wonderful , 	positive
, interest can not be revived . 	negative
outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken 	negative
is cumbersome 	negative
a calculating fiend or 	negative
this deeply affecting film 	positive
then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . 	negative
payne has created a beautiful canvas , 	positive
equals the sum of its pretensions 	negative
's not very well shot or composed or edited 	negative
parris ' performance is credible and remarkably mature . 	positive
wickedly funny 	positive
lackluster thriller `` new best friend '' 	negative
cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience . 	negative
of almost bergmanesque intensity 	positive
a sharp movie 	positive
's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l.a. 's show-biz and media 	positive
, you 're likely wondering why you 've been watching all this strutting and posturing . 	negative
the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality . 	negative
positively thrilling combination 	positive
energy and geniality 	positive
same time to congratulate himself for having the guts to confront it 	positive
split up so that it can do even more damage 	negative
high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience . 	positive
for proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls 	positive
the year 's greatest adventure , and jackson 's limited but enthusiastic adaptation 	positive
the lively intelligence 	positive
reasonably intelligent 	positive
until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity . 	negative
it may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case 	negative
is way too muddled to be an effectively chilling guilty pleasure 	negative
warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message . 	positive
just sneers 	negative
inspirational prep-school professors 	positive
congrats disney on a job 	positive
collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension 	negative
dull 	negative
irritatingly 	negative
originality , humor and pathos 	positive
more mature 	positive
botching 	negative
the concentration 	positive
skillful and 	positive
's such a mechanical endeavor ( that ) it never bothers to question why somebody might devote time to see it 	negative
the dead ( water ) weight of the other 	negative
fallen 	negative
rude and crude humor 	negative
can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace . 	positive
the last kiss will probably never achieve the popularity of my big fat greek wedding 	negative
a choppy , surface-effect feeling 	negative
, but it works under the direction of kevin reynolds . 	positive
it ) comes off like a hallmark commercial 	negative
something original 	positive
it avoids the obvious with humor and lightness 	positive
cause parents a few sleepless hours 	negative
truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy 	positive
he has at least one more story to tell : his own . 	positive
grief drives her 	negative
constructed to convey a sense of childhood imagination 	positive
an often intense character study about fathers and sons , loyalty and duty . 	positive
is n't . 	negative
though there are many tense scenes in trapped , they prove more distressing than suspenseful . 	negative
see one of those comedies that just seem like a bad idea from frame one 	negative
actor to lead a group of talented friends astray 	negative
sucking 	negative
manage to keep things interesting 	positive
the gorgeous piano 	positive
acumen 	positive
and paper-thin supporting characters 	negative
won 	positive
any reasonably creative eighth-grader 	negative
eloquent clarity 	positive
figure the power-lunchers do n't care to understand , either 	negative
it may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding 	positive
happens to be that rarity among sequels 	positive
the modest , crowd-pleasing goals it sets for itself 	positive
wasted like deniro 's once promising career and the once grand long beach boardwalk 	negative
anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film . 	positive
that do n't care about being stupid 	negative
this movie just goes on and on and on and on 	negative
stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , 	positive
a moving tale of love and destruction in unexpected places , unexamined lives . 	positive
that it 's offensive 	negative
even though i could not stand them 	negative
an unsettling sight , and indicative of his , if you will , out-of-kilter character 	negative
prime 	positive
taste for `` shock humor '' will wear thin on all 	negative
has some of the funniest jokes of any movie this year , 	positive
watchable 	positive
rise above its disgusting source material 	positive
to raise audience 's spirits and leave them singing long after the credits roll 	positive
are certainly welcome 	positive
fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees . 	positive
its most delightful moments come when various characters express their quirky inner selves 	positive
of nazi politics and aesthetics 	negative
treat its characters , weak and strong , as fallible human beings , not caricatures 	positive
presented in such a lousy way , complete with some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care 	negative
adults behave like kids 	negative
a sensitive , modest comic tragedy 	positive
rodriguez does a splendid job of racial profiling hollywood style -- casting excellent latin actors of all ages -- a trend long overdue . 	positive
both inspiring and pure joy 	positive
every effort to disguise it as an unimaginative screenwriter 's invention 	negative
shame americans 	negative
uncomfortable movie 	negative
a wild ride of a movie that keeps throwing fastballs 	positive
handheld 	positive
`` bad '' is the operative word for `` bad company , '' 	negative
b.s. one another 	negative
exquisitely performed 	positive
a live-wire film 	positive
if you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster . 	positive
a funny little movie 	positive
crudity 	negative
that only self-aware neurotics engage in 	negative
the kid 's ) just too bratty for sympathy 	negative
before the plot kicks into gear 	positive
is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins . 	negative
uninspired story 	negative
the movie is not as terrible as the synergistic impulse that created it . 	negative
comedy goes 	positive
watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say 	negative
low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes 	negative
taking them 	positive
blown 	negative
( hayek ) throws herself into this dream hispanic role with a teeth-clenching gusto , 	positive
been there , done that , liked it much better 	negative
on mgm 's shelf 	negative
of denial 	negative
wow 	positive
from a director beginning to resemble someone 's crazy french grandfather 	negative
dripping with cliche and 	negative
she 's pretty and 	positive
narcissism and self-congratulation 	negative
a compelling yarn , but not quite a 	positive
nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year 	negative
immensely 	positive
about as overbearing and over-the-top as the family 	negative
offers a persuasive look at a defeated but defiant nation in flux . 	positive
have fun in this cinematic sandbox 	positive
children and adults enamored of all things pokemon 	positive
for almost the first two-thirds of martin scorsese 's 168-minute gangs of new york , i was entranced . 	positive
casual filmgoers 	positive
poor hermocrates and leontine 	negative
rarely has sex on screen been so aggressively anti-erotic . 	negative
who has little clue about either the nature of women or of friendship 	negative
irredeemably awful . 	negative
deeply touching melodrama 	positive
for industrial-model meat freezers 	negative
deliver 	positive
... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller . 	positive
no aspirations 	negative
sounds , and feels more like an extended , open-ended poem than a traditionally structured story 	positive
mildly engaging central romance 	positive
carrying this wafer-thin movie on his nimble shoulders , chan wades through putrid writing , direction and timing with a smile that says , ` if i stay positive , maybe i can channel one of my greatest pictures , drunken master . ' 	negative
his secret life enters the land of unintentional melodrama and tiresome love triangles 	negative
